timestamp,name,category,confidence,distance_m,risk,x1,y1,x2,y2
2026-02-21T13:06:47.913,person,human,0.898,2.46,danger,248,2,1176,712
2026-02-21T13:06:47.913,person,human,0.689,7.74,warning,93,490,299,716
2026-02-21T13:06:47.913,person,human,0.512,8.06,warning,0,495,87,712
2026-02-21T13:06:48.070,person,human,0.898,2.46,danger,238,1,1173,713
2026-02-21T13:06:48.070,person,human,0.717,7.78,warning,93,491,301,716
2026-02-21T13:06:48.070,person,human,0.522,8.06,warning,0,495,87,712
2026-02-21T13:06:48.237,person,human,0.893,2.46,danger,244,1,1177,713
2026-02-21T13:06:48.237,person,human,0.708,7.74,warning,93,490,301,716
2026-02-21T13:06:48.237,person,human,0.531,8.1,warning,0,496,86,712
2026-02-21T13:06:48.401,person,human,0.894,2.46,danger,241,2,1181,712
2026-02-21T13:06:48.401,person,human,0.628,7.81,warning,92,492,301,716
2026-02-21T13:06:48.401,person,human,0.524,8.1,warning,0,496,87,712
2026-02-21T13:06:48.567,person,human,0.894,2.46,danger,239,2,1181,712
2026-02-21T13:06:48.567,person,human,0.748,7.85,warning,92,492,299,715
2026-02-21T13:06:48.567,person,human,0.555,8.03,warning,0,496,90,714
2026-02-21T13:06:48.744,person,human,0.903,2.47,danger,239,4,1193,713
2026-02-21T13:06:48.744,person,human,0.699,7.88,warning,92,494,303,716
2026-02-21T13:06:48.744,person,human,0.452,8.14,warning,0,497,92,712
2026-02-21T13:06:48.917,person,human,0.900,2.46,danger,239,2,1191,713
2026-02-21T13:06:48.917,person,human,0.609,7.92,warning,92,495,302,716
2026-02-21T13:06:48.917,person,human,0.458,8.06,warning,0,495,91,712
2026-02-21T13:06:49.075,person,human,0.899,2.47,danger,245,5,1196,713
2026-02-21T13:06:49.075,person,human,0.713,7.78,warning,94,491,302,716
2026-02-21T13:06:49.075,person,human,0.509,8.1,warning,0,496,95,712
2026-02-21T13:06:49.239,person,human,0.891,2.47,danger,246,4,1188,713
2026-02-21T13:06:49.239,person,human,0.646,7.88,warning,93,493,301,715
2026-02-21T13:06:49.239,person,human,0.457,8.18,warning,0,497,95,711
2026-02-21T13:06:49.411,person,human,0.896,2.47,danger,248,3,1180,712
2026-02-21T13:06:49.412,person,human,0.576,7.78,warning,94,491,301,716
2026-02-21T13:06:49.625,person,human,0.895,2.46,danger,236,0,1186,712
2026-02-21T13:06:49.803,person,human,0.905,2.46,danger,231,2,1183,712
2026-02-21T13:06:49.982,person,human,0.908,2.46,danger,232,1,1185,712
2026-02-21T13:06:50.139,person,human,0.908,2.46,danger,235,0,1184,712
2026-02-21T13:06:50.307,person,human,0.899,2.46,danger,235,0,1182,712
2026-02-21T13:06:50.471,person,human,0.907,2.46,danger,235,1,1177,713
2026-02-21T13:06:50.472,person,human,0.480,7.81,warning,89,491,302,715
2026-02-21T13:06:50.639,person,human,0.894,2.46,danger,238,0,1178,712
2026-02-21T13:06:50.806,person,human,0.900,2.46,danger,236,0,1177,712
2026-02-21T13:06:50.806,person,human,0.587,7.85,warning,91,492,302,715
2026-02-21T13:06:50.965,person,human,0.896,2.46,danger,236,0,1174,712
2026-02-21T13:06:50.965,person,human,0.552,7.88,warning,90,494,301,716
2026-02-21T13:06:51.134,person,human,0.896,2.46,danger,236,0,1174,712
2026-02-21T13:06:51.134,person,human,0.486,7.81,warning,92,491,302,715
2026-02-21T13:06:51.301,person,human,0.901,2.47,danger,234,3,1190,712
2026-02-21T13:06:51.301,person,human,0.596,7.85,warning,91,492,301,715
2026-02-21T13:06:51.519,person,human,0.903,2.47,danger,234,3,1183,712
2026-02-21T13:06:51.726,person,human,0.903,2.46,danger,235,2,1187,712
2026-02-21T13:06:51.726,person,human,0.497,6.6,warning,0,448,173,713
2026-02-21T13:06:51.904,person,human,0.891,2.46,danger,234,2,1183,712
2026-02-21T13:06:51.904,person,human,0.740,3.42,danger,0,202,188,713
2026-02-21T13:06:52.072,person,human,0.898,2.46,danger,231,1,1181,712
2026-02-21T13:06:52.072,person,human,0.892,3.34,danger,0,189,192,713
2026-02-21T13:06:52.232,person,human,0.907,2.46,danger,233,1,1182,712
2026-02-21T13:06:52.232,person,human,0.891,3.33,danger,0,187,195,712
2026-02-21T13:06:52.419,person,human,0.905,2.47,danger,235,3,1184,712
2026-02-21T13:06:52.419,person,human,0.893,3.31,danger,0,185,197,713
2026-02-21T13:06:52.585,person,human,0.898,2.46,danger,235,2,1182,712
2026-02-21T13:06:52.585,person,human,0.888,3.31,danger,0,184,199,713
2026-02-21T13:06:52.738,person,human,0.887,2.46,danger,234,2,1180,712
2026-02-21T13:06:52.738,person,human,0.886,3.3,danger,0,181,198,712
2026-02-21T13:06:52.900,person,human,0.901,2.47,danger,235,3,1181,712
2026-02-21T13:06:52.900,person,human,0.881,3.29,danger,0,181,194,713
2026-02-21T13:06:53.069,person,human,0.904,2.47,danger,234,3,1183,712
2026-02-21T13:06:53.069,person,human,0.872,3.3,danger,0,182,194,713
2026-02-21T13:06:53.238,person,human,0.911,2.47,danger,235,3,1178,712
2026-02-21T13:06:53.238,person,human,0.882,3.29,danger,0,181,195,713
2026-02-21T13:06:53.405,person,human,0.902,2.47,danger,236,3,1175,712
2026-02-21T13:06:53.405,person,human,0.883,3.29,danger,0,181,195,713
2026-02-21T13:06:53.571,person,human,0.899,2.46,danger,237,2,1180,713
2026-02-21T13:06:53.571,person,human,0.885,3.3,danger,0,182,194,713
2026-02-21T13:06:53.744,person,human,0.884,2.46,danger,240,2,1175,712
2026-02-21T13:06:53.744,person,human,0.897,3.31,danger,0,183,179,711
2026-02-21T13:06:53.915,person,human,0.888,2.46,danger,229,2,1178,712
2026-02-21T13:06:53.915,person,human,0.864,3.31,danger,0,182,150,711
2026-02-21T13:06:54.105,person,human,0.880,2.46,danger,229,1,1179,712
2026-02-21T13:06:54.105,person,human,0.597,3.3,danger,0,180,142,710
2026-02-21T13:06:54.259,person,human,0.901,2.46,danger,235,2,1182,712
2026-02-21T13:06:54.432,person,human,0.897,2.47,danger,238,3,1181,712
2026-02-21T13:06:54.597,person,human,0.897,2.47,danger,240,3,1181,712
2026-02-21T13:06:54.597,person,human,0.584,3.4,danger,0,196,125,711
2026-02-21T13:06:54.764,person,human,0.892,2.47,danger,240,3,1178,712
2026-02-21T13:06:54.764,person,human,0.581,3.4,danger,0,197,143,711
2026-02-21T13:06:54.934,person,human,0.897,2.47,danger,242,3,1181,712
2026-02-21T13:06:54.934,person,human,0.733,3.4,danger,0,198,144,713
2026-02-21T13:06:55.095,person,human,0.900,2.47,danger,241,4,1177,712
2026-02-21T13:06:55.095,person,human,0.818,3.4,danger,0,198,137,712
2026-02-21T13:06:55.268,person,human,0.897,2.47,danger,241,4,1177,713
2026-02-21T13:06:55.268,person,human,0.733,3.35,danger,0,190,138,712
2026-02-21T13:06:55.268,person,human,0.630,7.92,warning,114,495,299,716
2026-02-21T13:06:55.435,person,human,0.894,2.46,danger,241,3,1180,713
2026-02-21T13:06:55.435,person,human,0.674,3.33,danger,0,185,130,711
2026-02-21T13:06:55.599,person,human,0.900,2.47,danger,241,3,1182,712
2026-02-21T13:06:55.599,person,human,0.585,3.33,danger,0,186,139,711
2026-02-21T13:07:47.247,person,human,0.871,2.47,danger,123,3,1190,712
2026-02-21T13:07:47.612,person,human,0.887,2.48,danger,52,4,1109,710
2026-02-21T13:07:47.802,person,human,0.896,2.47,danger,77,2,1102,711
2026-02-21T13:07:47.969,person,human,0.891,2.47,danger,115,2,1106,711
2026-02-21T13:07:48.133,person,human,0.896,2.46,danger,102,0,1094,711
2026-02-21T13:07:48.133,person,human,0.456,8.1,warning,0,500,85,716
2026-02-21T13:07:48.333,person,human,0.911,2.47,danger,143,2,1067,711
2026-02-21T13:07:48.501,person,human,0.892,2.46,danger,158,0,1067,712
2026-02-21T13:07:48.670,person,human,0.884,2.46,danger,148,0,1117,712
2026-02-21T13:07:48.670,person,human,0.500,8.1,warning,0,500,85,716
2026-02-21T13:07:48.833,person,human,0.894,2.46,danger,175,0,1180,712
2026-02-21T13:07:48.996,person,human,0.891,2.46,danger,189,2,1277,712
2026-02-21T13:07:48.996,person,human,0.466,8.14,warning,0,501,84,716
2026-02-21T13:07:49.165,person,human,0.888,2.46,danger,207,2,1279,712
2026-02-21T13:07:49.165,person,human,0.451,7.11,warning,63,469,287,715
2026-02-21T13:07:49.165,person,human,0.518,8.25,warning,0,503,90,715
2026-02-21T13:07:49.338,person,human,0.878,2.46,danger,207,0,1275,711
2026-02-21T13:07:49.338,person,human,0.490,6.97,warning,63,464,288,715
2026-02-21T13:07:49.338,person,human,0.529,8.14,warning,0,499,87,714
2026-02-21T13:07:49.503,person,human,0.876,2.47,danger,207,4,1280,713
2026-02-21T13:07:49.503,person,human,0.502,6.97,warning,65,464,286,715
2026-02-21T13:07:49.503,person,human,0.568,8.06,warning,0,497,86,714
2026-02-21T13:07:49.670,person,human,0.883,2.47,danger,208,2,1241,711
2026-02-21T13:07:49.836,person,human,0.897,2.46,danger,213,0,1245,711
2026-02-21T13:07:49.836,person,human,0.602,8.1,warning,0,499,87,715
2026-02-21T13:07:50.004,person,human,0.900,2.46,danger,217,0,1246,711
2026-02-21T13:07:50.004,person,human,0.642,8.18,warning,0,501,87,715
2026-02-21T13:07:50.172,person,human,0.892,2.46,danger,208,0,1245,711
2026-02-21T13:07:50.172,person,human,0.535,7.99,warning,0,498,90,717
2026-02-21T13:07:50.338,person,human,0.894,2.46,danger,206,0,1257,711
2026-02-21T13:07:50.338,person,human,0.601,8.14,warning,0,498,87,713
2026-02-21T13:07:50.507,person,human,0.882,2.46,danger,198,1,1248,712
2026-02-21T13:07:50.507,person,human,0.595,8.22,warning,0,503,86,716
2026-02-21T13:07:50.674,person,human,0.878,2.46,danger,213,0,1240,711
2026-02-21T13:07:50.674,person,human,0.589,8.18,warning,0,500,86,714
2026-02-21T13:07:50.838,person,human,0.886,2.47,danger,206,4,1244,712
2026-02-21T13:07:50.838,person,human,0.488,8.22,warning,0,502,87,715
2026-02-21T13:07:51.010,person,human,0.881,2.46,danger,206,1,1248,712
2026-02-21T13:07:51.010,person,human,0.565,8.06,warning,0,496,86,713
2026-02-21T13:07:51.174,person,human,0.890,2.46,danger,205,0,1243,712
2026-02-21T13:07:51.174,person,human,0.575,8.18,warning,0,502,88,716
2026-02-21T13:07:51.348,person,human,0.873,2.46,danger,206,0,1240,712
2026-02-21T13:07:51.348,person,human,0.519,8.1,warning,0,498,89,714
2026-02-21T13:07:51.511,person,human,0.897,2.46,danger,211,1,1234,712
2026-02-21T13:07:51.512,person,human,0.548,8.22,warning,0,503,87,716
2026-02-21T13:07:51.675,person,human,0.898,2.46,danger,209,1,1238,712
2026-02-21T13:07:51.675,person,human,0.547,6.58,warning,57,450,288,716
2026-02-21T13:07:51.675,person,human,0.619,8.22,warning,0,502,91,715
2026-02-21T13:07:51.843,person,human,0.907,2.46,danger,212,1,1237,713
2026-02-21T13:07:51.843,person,human,0.572,8.37,warning,0,506,89,715
2026-02-21T13:07:52.014,person,human,0.875,2.46,danger,210,0,1230,712
2026-02-21T13:07:52.014,person,human,0.458,6.73,warning,63,455,291,715
2026-02-21T13:07:52.014,person,human,0.616,8.29,warning,0,502,86,713
2026-02-21T13:07:52.178,person,human,0.892,2.46,danger,207,2,1247,713
2026-02-21T13:07:52.178,person,human,0.592,8.18,warning,0,502,86,716
2026-02-21T13:07:52.347,person,human,0.894,2.46,danger,213,0,1244,712
2026-02-21T13:07:52.347,person,human,0.620,8.25,warning,0,504,84,716
2026-02-21T13:07:52.526,person,human,0.900,2.46,danger,208,0,1243,712
2026-02-21T13:07:52.526,person,human,0.578,8.37,warning,0,507,80,716
2026-02-21T13:07:52.684,person,human,0.892,2.46,danger,208,2,1234,712
2026-02-21T13:07:52.684,person,human,0.593,8.14,warning,0,500,82,715
2026-02-21T13:07:52.874,person,human,0.903,2.46,danger,209,1,1237,712
2026-02-21T13:07:52.874,person,human,0.603,8.54,warning,0,510,80,715
2026-02-21T13:07:53.052,person,human,0.901,2.46,danger,210,0,1236,712
2026-02-21T13:07:53.052,person,human,0.599,8.5,warning,0,510,76,716
2026-02-21T13:07:53.220,person,human,0.892,2.46,danger,208,2,1242,712
2026-02-21T13:07:53.220,person,human,0.601,8.45,warning,0,508,77,715
2026-02-21T13:07:53.383,person,human,0.893,2.46,danger,209,1,1245,712
2026-02-21T13:07:53.383,person,human,0.581,8.37,warning,0,507,78,716
2026-02-21T13:07:53.567,person,human,0.897,2.46,danger,211,2,1240,712
2026-02-21T13:07:53.567,person,human,0.572,8.5,warning,0,510,74,716
2026-02-21T13:07:53.719,person,human,0.883,2.46,danger,207,0,1247,712
2026-02-21T13:07:53.719,person,human,0.585,8.5,warning,0,511,76,717
2026-02-21T13:07:53.888,person,human,0.890,2.46,danger,213,3,1239,713
2026-02-21T13:07:53.888,person,human,0.555,8.58,warning,0,512,75,716
2026-02-21T13:07:54.056,person,human,0.893,2.46,danger,210,3,1238,713
2026-02-21T13:07:54.056,person,human,0.464,6.43,warning,48,444,287,716
2026-02-21T13:07:54.056,person,human,0.615,8.41,warning,0,508,77,716
2026-02-21T13:07:54.221,person,human,0.852,2.46,danger,225,0,1234,712
2026-02-21T13:07:54.221,person,human,0.655,8.5,warning,0,510,75,716
2026-02-21T13:07:54.389,person,human,0.887,2.46,danger,207,0,1235,712
2026-02-21T13:07:54.389,person,human,0.653,6.68,warning,47,454,280,716
2026-02-21T13:07:54.389,person,human,0.654,8.41,warning,0,509,76,717
2026-02-21T13:07:54.556,person,human,0.886,2.46,danger,205,0,1231,712
2026-02-21T13:07:54.556,person,human,0.628,6.73,warning,44,457,280,717
2026-02-21T13:07:54.556,person,human,0.528,8.54,warning,0,511,74,716
2026-02-21T13:07:54.720,person,human,0.861,2.46,danger,203,0,1245,712
2026-02-21T13:07:54.720,person,human,0.544,8.54,warning,0,511,75,716
2026-02-21T13:07:54.890,person,human,0.889,2.46,danger,208,0,1241,712
2026-02-21T13:07:54.890,person,human,0.755,6.78,warning,48,457,284,715
2026-02-21T13:07:54.890,person,human,0.564,8.5,warning,0,510,74,716
2026-02-21T13:07:55.056,person,human,0.898,2.46,danger,205,0,1245,712
2026-02-21T13:07:55.056,person,human,0.611,8.54,warning,0,510,76,715
2026-02-21T13:07:55.226,person,human,0.882,2.47,danger,203,3,1247,711
2026-02-21T13:07:55.226,person,human,0.454,6.73,warning,44,458,272,718
2026-02-21T13:07:55.226,person,human,0.569,8.58,warning,0,512,75,716
2026-02-21T13:07:55.388,person,human,0.877,2.46,danger,212,0,1253,712
2026-02-21T13:07:55.388,person,human,0.471,8.5,warning,0,509,76,715
2026-02-21T13:07:55.561,person,human,0.891,2.46,danger,204,1,1239,711
2026-02-21T13:07:55.561,person,human,0.547,8.58,warning,0,511,74,715
2026-02-21T13:07:55.727,person,human,0.892,2.46,danger,196,0,1253,711
2026-02-21T13:07:55.727,person,human,0.622,6.78,warning,41,458,259,716
2026-02-21T13:07:55.727,person,human,0.562,8.54,warning,0,511,75,716
2026-02-21T13:07:55.893,person,human,0.888,2.47,danger,206,3,1248,712
2026-02-21T13:07:55.893,person,human,0.743,6.78,warning,44,458,261,716
2026-02-21T13:07:55.893,person,human,0.615,8.54,warning,0,511,77,716
2026-02-21T13:07:56.062,person,human,0.890,2.46,danger,202,0,1253,711
2026-02-21T13:07:56.062,person,human,0.586,6.73,warning,44,457,262,717
2026-02-21T13:07:56.062,person,human,0.536,8.5,warning,0,510,73,716
2026-02-21T13:07:56.226,person,human,0.892,2.47,danger,205,3,1256,712
2026-02-21T13:07:56.226,person,human,0.453,8.58,warning,0,511,75,715
2026-02-21T13:07:56.397,person,human,0.900,2.46,danger,208,2,1250,712
2026-02-21T13:07:56.397,person,human,0.594,6.78,warning,47,458,261,716
2026-02-21T13:07:56.397,person,human,0.506,8.45,warning,0,508,79,715
2026-02-21T13:07:56.564,person,human,0.876,2.47,danger,206,3,1245,711
2026-02-21T13:07:56.564,person,human,0.585,8.5,warning,0,510,76,716
2026-02-21T13:07:56.730,person,human,0.891,2.47,danger,209,3,1220,712
2026-02-21T13:07:56.731,person,human,0.484,8.54,warning,0,511,72,716
2026-02-21T13:07:56.898,person,human,0.891,2.48,danger,208,5,1180,712
2026-02-21T13:07:56.898,person,human,0.578,8.45,warning,0,509,76,716
2026-02-21T13:07:57.068,person,human,0.904,2.47,danger,208,4,1124,712
2026-02-21T13:07:57.068,person,human,0.463,6.76,warning,44,458,265,717
2026-02-21T13:07:57.068,person,human,0.527,8.66,warning,0,513,74,715
2026-02-21T13:07:57.236,person,human,0.892,2.48,danger,205,5,1142,712
2026-02-21T13:07:57.236,person,human,0.518,8.62,warning,0,512,75,715
2026-02-21T13:07:57.405,person,human,0.889,2.48,danger,203,7,1133,712
2026-02-21T13:07:57.405,person,human,0.466,8.58,warning,0,511,80,715
2026-02-21T13:07:57.571,person,human,0.895,2.48,danger,199,5,1139,711
2026-02-21T13:07:57.571,person,human,0.616,6.81,warning,46,460,262,717
2026-02-21T13:07:57.571,person,human,0.563,8.5,warning,0,510,83,716
2026-02-21T13:07:57.741,person,human,0.896,2.47,danger,197,3,1140,711
2026-02-21T13:07:57.741,person,human,0.565,8.58,warning,0,512,84,716
2026-02-21T13:07:57.906,person,human,0.891,2.48,danger,194,5,1147,712
2026-02-21T13:07:57.906,person,human,0.561,6.76,warning,53,458,264,717
2026-02-21T13:07:57.906,person,human,0.619,8.54,warning,0,510,85,715
2026-02-21T13:07:58.072,person,human,0.897,2.46,danger,184,1,1146,712
2026-02-21T13:07:58.072,person,human,0.604,8.45,warning,0,508,84,715
2026-02-21T13:07:58.235,person,human,0.900,2.47,danger,189,2,1134,711
2026-02-21T13:07:58.235,person,human,0.662,6.78,warning,48,459,261,717
2026-02-21T13:07:58.235,person,human,0.604,8.5,warning,0,510,83,716
2026-02-21T13:07:58.403,person,human,0.898,2.48,danger,192,5,1136,712
2026-02-21T13:07:58.403,person,human,0.612,8.62,warning,0,510,85,713
2026-02-21T13:07:58.577,person,human,0.896,2.46,danger,180,2,1132,712
2026-02-21T13:07:58.577,person,human,0.587,6.78,warning,48,459,261,717
2026-02-21T13:07:58.577,person,human,0.536,8.54,warning,0,511,83,716
2026-02-21T13:07:58.736,person,human,0.894,2.46,danger,164,0,1117,712
2026-02-21T13:07:58.736,person,human,0.571,8.45,warning,0,509,78,716
2026-02-21T13:07:58.907,person,human,0.884,2.46,danger,171,0,1112,712
2026-02-21T13:07:58.907,person,human,0.538,8.5,warning,0,510,79,716
2026-02-21T13:07:59.072,person,human,0.882,2.46,danger,165,0,1110,712
2026-02-21T13:07:59.072,person,human,0.460,8.5,warning,0,510,78,716
2026-02-21T13:07:59.241,person,human,0.881,2.46,danger,163,2,1084,712
2026-02-21T13:07:59.241,person,human,0.547,8.5,warning,0,509,84,715
2026-02-21T13:07:59.410,person,human,0.886,2.47,danger,167,3,1100,712
2026-02-21T13:07:59.410,person,human,0.544,8.45,warning,0,509,80,716
2026-02-21T13:07:59.575,person,human,0.882,2.46,danger,164,1,1106,712
2026-02-21T13:07:59.740,person,human,0.893,2.46,danger,164,0,1099,712
2026-02-21T13:07:59.913,person,human,0.898,2.46,danger,159,0,1101,712
2026-02-21T13:08:00.082,person,human,0.892,2.46,danger,163,1,1106,712
2026-02-21T13:08:00.248,person,human,0.896,2.46,danger,158,2,1090,712
2026-02-21T13:08:00.248,person,human,0.497,6.81,warning,45,458,245,715
2026-02-21T13:08:00.248,person,human,0.530,8.5,warning,0,509,81,715
2026-02-21T13:08:00.411,person,human,0.892,2.48,danger,155,5,1102,712
2026-02-21T13:08:00.582,person,human,0.876,2.46,danger,163,1,1107,712
2026-02-21T13:08:00.748,person,human,0.898,2.47,danger,163,3,1113,712
2026-02-21T13:08:00.914,person,human,0.895,2.46,danger,162,2,1103,712
2026-02-21T13:08:01.084,person,human,0.897,2.46,danger,156,2,1107,712
2026-02-21T13:08:01.084,person,human,0.555,6.84,warning,47,460,244,716
2026-02-21T13:08:01.084,person,human,0.489,8.5,warning,0,509,82,715
2026-02-21T13:08:01.253,person,human,0.897,2.46,danger,162,1,1112,712
2026-02-21T13:08:01.428,person,human,0.897,2.46,danger,169,2,1111,712
2026-02-21T13:08:01.578,person,human,0.897,2.46,danger,155,0,1108,712
2026-02-21T13:08:01.578,person,human,0.479,6.78,warning,44,457,243,715
2026-02-21T13:08:01.748,person,human,0.894,2.46,danger,159,1,1113,711
2026-02-21T13:08:01.748,person,human,0.472,8.41,warning,0,508,84,716
2026-02-21T13:08:01.917,person,human,0.893,2.46,danger,155,2,1109,712
2026-02-21T13:08:01.917,person,human,0.506,8.41,warning,0,507,83,715
2026-02-21T13:08:02.086,person,human,0.904,2.47,danger,161,4,1112,712
2026-02-21T13:08:02.256,person,human,0.897,2.46,danger,160,2,1111,712
2026-02-21T13:08:02.425,person,human,0.894,2.46,danger,160,1,1106,712
2026-02-21T13:08:02.587,person,human,0.892,2.46,danger,158,1,1109,712
2026-02-21T13:08:02.587,person,human,0.621,6.78,warning,44,458,244,716
2026-02-21T13:08:02.761,person,human,0.891,2.46,danger,159,0,1114,712
2026-02-21T13:08:02.928,person,human,0.893,2.46,danger,166,1,1110,712
2026-02-21T13:08:02.928,person,human,0.770,6.76,warning,48,458,243,717
2026-02-21T13:08:02.928,person,human,0.526,8.45,warning,0,508,80,715
2026-02-21T13:08:03.096,person,human,0.899,2.46,danger,163,0,1108,711
2026-02-21T13:08:03.282,person,human,0.890,2.46,danger,157,2,1114,712
2026-02-21T13:08:03.515,person,human,0.882,2.46,danger,158,0,1107,711
2026-02-21T13:08:03.693,person,human,0.886,2.46,danger,163,0,1116,712
2026-02-21T13:08:03.851,person,human,0.891,2.46,danger,161,1,1110,711
2026-02-21T13:08:04.020,person,human,0.897,2.46,danger,159,0,1106,712
2026-02-21T13:08:04.195,person,human,0.901,2.46,danger,162,1,1109,712
2026-02-21T13:08:04.195,person,human,0.534,6.81,warning,43,458,245,715
2026-02-21T13:08:04.195,person,human,0.452,8.5,warning,0,509,79,715
2026-02-21T13:08:04.371,person,human,0.899,2.46,danger,158,1,1102,712
2026-02-21T13:08:04.527,person,human,0.899,2.46,danger,166,1,1106,712
2026-02-21T13:08:04.701,person,human,0.902,2.46,danger,165,1,1105,711
2026-02-21T13:08:04.860,person,human,0.891,2.46,danger,170,1,1109,712
2026-02-21T13:08:05.037,person,human,0.893,2.46,danger,168,1,1102,712
2026-02-21T13:08:05.194,person,human,0.889,2.46,danger,165,0,1107,712
2026-02-21T13:08:05.367,person,human,0.896,2.46,danger,164,1,1103,712
2026-02-21T13:08:05.367,person,human,0.747,6.81,warning,44,458,244,715
2026-02-21T13:08:05.530,person,human,0.893,2.46,danger,162,1,1097,712
2026-02-21T13:08:05.530,person,human,0.708,6.86,warning,46,460,243,715
2026-02-21T13:08:05.530,person,human,0.476,8.62,warning,0,512,80,715
2026-02-21T13:08:05.699,person,human,0.895,2.46,danger,152,0,1096,712
2026-02-21T13:08:05.871,person,human,0.904,2.46,danger,159,1,1102,712
2026-02-21T13:08:05.871,person,human,0.765,6.86,warning,47,460,241,715
2026-02-21T13:08:05.871,person,human,0.502,8.5,warning,0,509,82,715
2026-02-21T13:08:06.037,person,human,0.898,2.46,danger,165,1,1091,712
2026-02-21T13:08:06.037,person,human,0.647,6.86,warning,43,460,241,715
2026-02-21T13:08:06.037,person,human,0.517,8.58,warning,0,511,80,715
2026-02-21T13:08:06.213,person,human,0.900,2.46,danger,157,2,1099,712
2026-02-21T13:08:06.382,person,human,0.897,2.46,danger,150,1,1101,712
2026-02-21T13:08:06.382,person,human,0.692,6.86,warning,45,460,242,715
2026-02-21T13:08:06.543,person,human,0.900,2.46,danger,166,2,1104,712
2026-02-21T13:08:06.543,person,human,0.464,8.58,warning,0,511,77,715
2026-02-21T13:08:06.712,person,human,0.896,2.46,danger,164,0,1106,712
2026-02-21T13:08:06.712,person,human,0.680,6.92,warning,45,462,240,715
2026-02-21T13:08:06.878,person,human,0.896,2.47,danger,165,3,1107,712
2026-02-21T13:08:06.878,person,human,0.792,6.94,warning,46,463,239,715
2026-02-21T13:08:06.878,person,human,0.544,8.54,warning,0,509,82,714
2026-02-21T13:08:07.040,person,human,0.895,2.46,danger,165,1,1112,712
2026-02-21T13:08:07.041,person,human,0.824,6.89,warning,45,461,237,715
2026-02-21T13:08:07.041,person,human,0.631,8.5,warning,0,509,77,715
2026-02-21T13:08:07.217,person,human,0.898,2.46,danger,164,1,1118,712
2026-02-21T13:08:07.217,person,human,0.811,6.81,warning,44,459,236,716
2026-02-21T13:08:07.217,person,human,0.614,8.45,warning,0,508,79,715
2026-02-21T13:08:07.381,person,human,0.892,2.46,danger,163,0,1110,712
2026-02-21T13:08:07.381,person,human,0.738,6.81,warning,45,458,232,715
2026-02-21T13:08:07.381,person,human,0.541,8.45,warning,0,508,79,715
2026-02-21T13:08:07.547,person,human,0.904,2.46,danger,159,1,1115,712
2026-02-21T13:08:07.548,person,human,0.801,6.89,warning,48,461,230,715
2026-02-21T13:08:07.548,person,human,0.619,8.5,warning,0,509,78,715
2026-02-21T13:08:07.722,person,human,0.888,2.46,danger,164,0,1111,712
2026-02-21T13:08:07.722,person,human,0.823,6.86,warning,48,460,232,715
2026-02-21T13:08:07.722,person,human,0.567,8.5,warning,0,509,78,715
2026-02-21T13:08:07.882,person,human,0.899,2.46,danger,163,0,1116,711
2026-02-21T13:08:07.882,person,human,0.765,6.89,warning,48,461,233,715
2026-02-21T13:08:07.882,person,human,0.568,8.41,warning,0,507,80,715
2026-02-21T13:08:08.055,person,human,0.902,2.46,danger,163,0,1115,712
2026-02-21T13:08:08.055,person,human,0.833,6.81,warning,48,459,230,716
2026-02-21T13:08:08.055,person,human,0.584,8.37,warning,0,507,80,716
2026-02-21T13:08:08.218,person,human,0.905,2.46,danger,159,1,1112,712
2026-02-21T13:08:08.218,person,human,0.777,6.89,warning,47,461,232,715
2026-02-21T13:08:08.218,person,human,0.567,8.41,warning,0,507,77,715
2026-02-21T13:08:08.384,person,human,0.897,2.46,danger,163,0,1113,712
2026-02-21T13:08:08.384,person,human,0.780,6.84,warning,45,459,234,715
2026-02-21T13:08:08.384,person,human,0.473,8.41,warning,0,507,81,715
2026-02-21T13:08:08.552,person,human,0.907,2.46,danger,166,1,1107,712
2026-02-21T13:08:08.552,person,human,0.816,6.84,warning,47,459,230,715
2026-02-21T13:08:08.552,person,human,0.619,8.33,warning,0,505,78,715
2026-02-21T13:08:08.724,person,human,0.898,2.46,danger,163,0,1113,712
2026-02-21T13:08:08.724,person,human,0.808,6.81,warning,45,460,229,717
2026-02-21T13:08:08.724,person,human,0.607,8.41,warning,0,508,77,716
2026-02-21T13:08:08.882,person,human,0.897,2.46,danger,164,0,1113,712
2026-02-21T13:08:08.882,person,human,0.783,6.89,warning,46,460,232,714
2026-02-21T13:08:08.882,person,human,0.460,8.41,warning,0,507,82,715
2026-02-21T13:08:09.045,person,human,0.900,2.46,danger,163,0,1111,712
2026-02-21T13:08:09.045,person,human,0.822,6.84,warning,43,460,232,716
2026-02-21T13:08:09.045,person,human,0.652,8.54,warning,0,510,79,715
2026-02-21T13:08:09.214,person,human,0.905,2.46,danger,162,0,1109,712
2026-02-21T13:08:09.214,person,human,0.740,6.86,warning,45,460,233,715
2026-02-21T13:08:09.214,person,human,0.456,8.45,warning,0,507,78,714
2026-02-21T13:08:09.382,person,human,0.902,2.46,danger,162,0,1113,712
2026-02-21T13:08:09.382,person,human,0.813,6.89,warning,47,461,234,715
2026-02-21T13:08:09.382,person,human,0.643,8.5,warning,0,509,80,715
2026-02-21T13:08:09.548,person,human,0.907,2.46,danger,161,0,1111,712
